Imagen,Cluster,IoU,Ruta de salida
00096_1,8,0.0267,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00096_1_cluster8_iou0.03.png
00465_4,8,0.1777,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00465_4_cluster8_iou0.18.png
00567_3,7,0.4154,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00567_3_cluster7_iou0.42.png
00522_3,7,0.3838,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00522_3_cluster7_iou0.38.png
00232_3,7,0.253,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00232_3_cluster7_iou0.25.png
00054_1,6,0.3126,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00054_1_cluster6_iou0.31.png
00348_4,0,0.2408,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00348_4_cluster0_iou0.24.png
00072_2,4,0.2265,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00072_2_cluster4_iou0.23.png
00011_1,7,0.2125,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00011_1_cluster7_iou0.21.png
00485_1,0,0.2618,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00485_1_cluster0_iou0.26.png
00096_3,3,0.0263,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00096_3_cluster3_iou0.03.png
00229_0,5,0.4583,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00229_0_cluster5_iou0.46.png
00336_2,1,0.286,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00336_2_cluster1_iou0.29.png
00355_1,5,0.2012,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00355_1_cluster5_iou0.20.png
00498_4,4,0.2412,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00498_4_cluster4_iou0.24.png
00373_2,2,0.0707,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00373_2_cluster2_iou0.07.png
00478_1,7,0.0809,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00478_1_cluster7_iou0.08.png
00189_1,8,0.0933,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00189_1_cluster8_iou0.09.png
00190_0,7,0.3153,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00190_0_cluster7_iou0.32.png
00506_2,7,0.1791,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00506_2_cluster7_iou0.18.png
00192_2,7,0.2247,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00192_2_cluster7_iou0.22.png
00520_1,9,0.2764,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00520_1_cluster9_iou0.28.png
00037_2,0,0.2159,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00037_2_cluster0_iou0.22.png
00565_1,5,0.42,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00565_1_cluster5_iou0.42.png
00543_2,4,0.0589,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00543_2_cluster4_iou0.06.png
00128_0,3,0.2448,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00128_0_cluster3_iou0.24.png
00310_1,0,0.2184,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00310_1_cluster0_iou0.22.png
00585_4,8,0.3506,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00585_4_cluster8_iou0.35.png
00291_0,0,0.2293,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00291_0_cluster0_iou0.23.png
00035_0,0,0.4877,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00035_0_cluster0_iou0.49.png
00070_0,6,0.054,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00070_0_cluster6_iou0.05.png
00049_4,7,0.3249,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00049_4_cluster7_iou0.32.png
00056_3,3,0.3109,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00056_3_cluster3_iou0.31.png
00293_2,2,0.2376,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00293_2_cluster2_iou0.24.png
00487_3,1,0.2691,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00487_3_cluster1_iou0.27.png
00578_4,7,0.1909,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00578_4_cluster7_iou0.19.png
00419_0,5,0.2945,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00419_0_cluster5_iou0.29.png
00371_0,3,0.3894,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00371_0_cluster3_iou0.39.png
00334_0,8,0.0585,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00334_0_cluster8_iou0.06.png
00013_3,8,0.2067,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00013_3_cluster8_iou0.21.png
00357_3,9,0.1021,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00357_3_cluster9_iou0.10.png
00312_3,5,0.3714,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00312_3_cluster5_iou0.37.png
00111_4,2,0.1842,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00111_4_cluster2_iou0.18.png
00357_2,4,0.1068,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00357_2_cluster4_iou0.11.png
00312_2,8,0.3609,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00312_2_cluster8_iou0.36.png
00371_1,2,0.3945,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00371_1_cluster2_iou0.39.png
00149_1,6,0.2512,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00149_1_cluster6_iou0.25.png
00210_4,6,0.3153,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00210_4_cluster6_iou0.32.png
00419_1,4,0.2715,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00419_1_cluster4_iou0.27.png
00391_4,0,0.1049,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00391_4_cluster0_iou0.10.png
00334_1,5,0.059,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00334_1_cluster5_iou0.06.png
00293_3,8,0.2465,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00293_3_cluster8_iou0.25.png
00056_2,9,0.3026,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00056_2_cluster9_iou0.30.png
00013_2,9,0.1823,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00013_2_cluster9_iou0.18.png
00487_2,1,0.2561,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00487_2_cluster1_iou0.26.png
00216_2,7,0.1896,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00216_2_cluster7_iou0.19.png
00070_1,2,0.0517,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00070_1_cluster2_iou0.05.png
00329_4,9,0.2088,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00329_4_cluster9_iou0.21.png
00149_0,7,0.2693,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00149_0_cluster7_iou0.27.png
00035_1,6,0.4904,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00035_1_cluster6_iou0.49.png
00520_0,8,0.2393,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00520_0_cluster8_iou0.24.png
00404_4,5,0.2751,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00404_4_cluster5_iou0.28.png
00441_4,3,0.0501,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00441_4_cluster3_iou0.05.png
00565_0,5,0.4155,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00565_0_cluster5_iou0.42.png
00543_3,4,0.0586,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00543_3_cluster4_iou0.06.png
00355_0,5,0.2175,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00355_0_cluster5_iou0.22.png
00506_3,7,0.1654,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00506_3_cluster7_iou0.17.png
00192_3,9,0.2255,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00192_3_cluster9_iou0.23.png
00271_4,4,0.1001,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00271_4_cluster4_iou0.10.png
00336_3,4,0.2944,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00336_3_cluster4_iou0.29.png
00234_4,6,0.2571,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00234_4_cluster6_iou0.26.png
00519_4,0,0.069,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00519_4_cluster0_iou0.07.png
00310_0,5,0.218,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00310_0_cluster5_iou0.22.png
00478_0,9,0.0828,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00478_0_cluster9_iou0.08.png
00028_4,0,0.2298,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00028_4_cluster0_iou0.23.png
00373_3,5,0.0676,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00373_3_cluster5_iou0.07.png
00128_1,3,0.2539,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00128_1_cluster3_iou0.25.png
00485_0,9,0.262,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00485_0_cluster9_iou0.26.png
00170_4,5,0.1139,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00170_4_cluster5_iou0.11.png
00090_4,4,0.3231,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00090_4_cluster4_iou0.32.png
00054_0,8,0.3077,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00054_0_cluster8_iou0.31.png
00229_1,7,0.6029,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00229_1_cluster7_iou0.60.png
00135_4,6,0.1394,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00135_4_cluster6_iou0.14.png
00248_1,4,0.1892,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00248_1_cluster4_iou0.19.png
00567_2,6,0.4201,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00567_2_cluster6_iou0.42.png
00072_3,0,0.269,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00072_3_cluster0_iou0.27.png
00504_1,6,0.0461,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00504_1_cluster6_iou0.05.png
00522_2,8,0.4177,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00522_2_cluster8_iou0.42.png
00011_0,8,0.1997,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00011_0_cluster8_iou0.20.png
00291_1,5,0.2763,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00291_1_cluster5_iou0.28.png
00541_1,0,0.2167,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00541_1_cluster0_iou0.22.png
00069_0,5,0.0958,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00069_0_cluster5_iou0.10.png
00214_1,1,0.3157,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00214_1_cluster1_iou0.32.png
00037_3,9,0.1891,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00037_3_cluster9_iou0.19.png
00251_1,3,0.2317,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00251_1_cluster3_iou0.23.png
00539_1,0,0.3143,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00539_1_cluster0_iou0.31.png
00395_0,4,0.217,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00395_0_cluster4_iou0.22.png
00277_2,8,0.2263,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00277_2_cluster8_iou0.23.png
00209_4,4,0.2273,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00209_4_cluster4_iou0.23.png
00108_4,6,0.1107,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00108_4_cluster6_iou0.11.png
00368_0,3,0.2117,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00368_0_cluster3_iou0.21.png
00248_0,9,0.2302,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00248_0_cluster9_iou0.23.png
00255_4,7,0.2332,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00255_4_cluster7_iou0.23.png
00581_1,3,0.1958,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00581_1_cluster3_iou0.20.png
00426_3,8,0.2393,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00426_3_cluster8_iou0.24.png
00133_2,5,0.2011,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00133_2_cluster5_iou0.20.png
00463_3,4,0.1244,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00463_3_cluster4_iou0.12.png
00561_4,6,0.1749,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00561_4_cluster6_iou0.17.png
00150_1,4,0.4412,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00150_1_cluster4_iou0.44.png
00445_0,1,0.2712,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00445_0_cluster1_iou0.27.png
00176_2,6,0.2073,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00176_2_cluster6_iou0.21.png
00400_0,0,0.3477,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00400_0_cluster0_iou0.35.png
00190_1,7,0.3179,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00190_1_cluster7_iou0.32.png
00524_4,1,0.2723,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00524_4_cluster1_iou0.27.png
00232_2,9,0.2535,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00232_2_cluster9_iou0.25.png
00314_4,2,0.1252,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00314_4_cluster2_iou0.13.png
00115_1,5,0.2419,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00115_1_cluster5_iou0.24.png
00351_4,2,0.2485,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00351_4_cluster2_iou0.25.png
00008_1,6,0.2622,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00008_1_cluster6_iou0.26.png
00558_0,6,0.2794,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00558_0_cluster6_iou0.28.png
00397_2,6,0.0567,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00397_2_cluster6_iou0.06.png
00439_4,5,0.2498,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00439_4_cluster5_iou0.25.png
00275_0,4,0.2946,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00275_0_cluster4_iou0.29.png
00583_3,5,0.1822,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00583_3_cluster5_iou0.18.png
00117_3,9,0.264,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00117_3_cluster9_iou0.26.png
00015_4,4,0.2888,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00015_4_cluster4_iou0.29.png
00309_1,2,0.3356,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00309_1_cluster2_iou0.34.png
00154_4,3,0.2669,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00154_4_cluster3_iou0.27.png
00230_0,4,0.2002,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00230_0_cluster4_iou0.20.png
00152_3,0,0.1742,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00152_3_cluster0_iou0.17.png
00094_0,0,0.2467,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00094_0_cluster0_iou0.25.png
00461_1,6,0.116,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00461_1_cluster6_iou0.12.png
00050_4,5,0.1052,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00050_4_cluster5_iou0.11.png
00481_4,2,0.0785,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00481_4_cluster2_iou0.08.png
00424_1,5,0.0716,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00424_1_cluster5_iou0.07.png
00402_2,5,0.2051,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00402_2_cluster5_iou0.21.png
00481_0,3,0.0808,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00481_0_cluster3_iou0.08.png
00288_0,1,0.2384,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00288_0_cluster1_iou0.24.png
00447_2,6,0.6304,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00447_2_cluster6_iou0.63.png
00253_3,7,0.27,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00253_3_cluster7_iou0.27.png
00174_0,7,0.2552,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00174_0_cluster7_iou0.26.png
00015_0,7,0.2423,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00015_0_cluster7_iou0.24.png
00033_3,2,0.0945,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00033_3_cluster2_iou0.09.png
00050_0,1,0.1021,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00050_0_cluster1_iou0.10.png
00174_4,2,0.2552,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00174_4_cluster2_iou0.26.png
00563_2,5,0.3088,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00563_2_cluster5_iou0.31.png
00131_0,9,0.1454,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00131_0_cluster9_iou0.15.png
00526_2,9,0.2262,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00526_2_cluster9_iou0.23.png
00351_0,2,0.2626,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00351_0_cluster2_iou0.26.png
00545_1,1,0.269,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00545_1_cluster1_iou0.27.png
00500_1,2,0.0568,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00500_1_cluster2_iou0.06.png
00194_1,0,0.1218,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00194_1_cluster0_iou0.12.png
00288_4,4,0.2424,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00288_4_cluster4_iou0.24.png
00131_4,3,0.1566,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00131_4_cluster3_iou0.16.png
00169_1,9,0.2028,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00169_1_cluster9_iou0.20.png
00275_4,6,0.2386,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00275_4_cluster6_iou0.24.png
00332_3,8,0.3274,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00332_3_cluster8_iou0.33.png
00314_0,6,0.1418,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00314_0_cluster6_iou0.14.png
00377_3,1,0.2281,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00377_3_cluster1_iou0.23.png
00439_0,9,0.3429,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00439_0_cluster9_iou0.34.png
00558_4,5,0.2846,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00558_4_cluster5_iou0.28.png
00295_1,2,0.2212,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00295_1_cluster2_iou0.22.png
00076_3,9,0.1666,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00076_3_cluster9_iou0.17.png
00483_2,9,0.4079,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00483_2_cluster9_iou0.41.png
00268_1,4,0.1935,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00268_1_cluster4_iou0.19.png
00017_2,5,0.1962,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00017_2_cluster5_iou0.20.png
00368_4,6,0.3401,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00368_4_cluster6_iou0.34.png
00052_2,0,0.3649,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00052_2_cluster0_iou0.36.png
00074_1,6,0.0126,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00074_1_cluster6_iou0.01.png
00230_4,5,0.1944,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00230_4_cluster5_iou0.19.png
00209_0,8,0.1981,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00209_0_cluster8_iou0.20.png
00031_1,2,0.0131,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00031_1_cluster2_iou0.01.png
00445_4,8,0.2653,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00445_4_cluster8_iou0.27.png
00400_4,2,0.3215,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00400_4_cluster2_iou0.32.png
00547_3,3,0.2787,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00547_3_cluster3_iou0.28.png
00561_0,9,0.1692,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00561_0_cluster9_iou0.17.png
00524_0,0,0.2438,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00524_0_cluster0_iou0.24.png
00388_1,7,0.4633,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00388_1_cluster7_iou0.46.png
00502_3,9,0.4193,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00502_3_cluster9_iou0.42.png
00375_1,7,0.1739,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00375_1_cluster7_iou0.17.png
00316_2,7,0.3702,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00316_2_cluster7_iou0.37.png
00069_4,0,0.0967,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00069_4_cluster0_iou0.10.png
00353_2,4,0.3469,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00353_2_cluster4_iou0.35.png
00189_0,7,0.0719,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00189_0_cluster7_iou0.07.png
00196_3,8,0.1729,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00196_3_cluster8_iou0.17.png
00330_1,6,0.3002,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00330_1_cluster6_iou0.30.png
